user_id,frequency,recency,F_score,R_score,RFM_score
104785,9,1,1,1,11
104796,4,5,1,0,01
104807,1,3,0,0,00
104811,6,0,1,1,11
104820,3,4,1,0,01
104822,1,0,0,1,10
104823,5,0,1,1,11
104829,3,4,1,0,01
104842,5,3,1,0,01
104850,1,7,0,0,00
104864,1,6,0,0,00
104865,4,5,1,0,01
104879,4,0,1,1,11
104880,1,4,0,0,00
104889,1,1,0,1,10
104893,4,0,1,1,11
104894,8,1,1,1,11
104899,4,0,1,1,11
104906,2,0,0,1,10
104911,1,2,0,1,10
104915,1,6,0,0,00
104917,2,1,0,1,10
104930,5,2,1,1,11
104933,3,2,1,1,11
104935,3,1,1,1,11
104936,4,3,1,0,01
104939,1,3,0,0,00
104944,4,1,1,1,11
104958,3,0,1,1,11
104965,1,5,0,0,00
104991,1,3,0,0,00
104997,1,1,0,1,10
105000,2,0,0,1,10
105016,1,5,0,0,00
105027,9,7,1,0,01
105029,3,5,1,0,01
105043,1,1,0,1,10
105044,5,0,1,1,11
105050,1,4,0,0,00
105054,7,5,1,0,01
105059,2,5,0,0,00
105060,2,1,0,1,10
105081,1,8,0,0,00
105088,1,3,0,0,00
105116,7,6,1,0,01
105121,2,3,0,0,00
105128,1,1,0,1,10
105140,3,1,1,1,11
105144,3,0,1,1,11
105145,1,7,0,0,00
105160,2,1,0,1,10
105161,5,3,1,0,01
105167,1,8,0,0,00
105171,3,2,1,1,11
105180,4,0,1,1,11
105182,2,0,0,1,10
105190,1,1,0,1,10
105193,2,6,0,0,00
105194,4,1,1,1,11
105198,1,4,0,0,00
105199,2,3,0,0,00
105204,5,2,1,1,11
105207,2,0,0,1,10
105222,2,0,0,1,10
105236,1,1,0,1,10
105237,1,3,0,0,00
105242,1,5,0,0,00
105250,1,3,0,0,00
105254,1,7,0,0,00
105279,1,6,0,0,00
105297,2,1,0,1,10
105307,1,7,0,0,00
105313,1,2,0,1,10
105323,1,7,0,0,00
105330,1,7,0,0,00
105341,3,0,1,1,11
105342,4,2,1,1,11
105360,6,1,1,1,11
105364,7,0,1,1,11
105367,2,1,0,1,10
105369,1,8,0,0,00
105384,2,4,0,0,00
105386,1,8,0,0,00
105392,1,1,0,1,10
105413,2,1,0,1,10
105422,5,2,1,1,11
105425,1,0,0,1,10
105433,2,1,0,1,10
105450,1,5,0,0,00
105455,6,4,1,0,01
105465,3,0,1,1,11
105475,2,6,0,0,00
105479,4,6,1,0,01
105488,3,1,1,1,11
105489,2,4,0,0,00
105495,7,1,1,1,11
105506,1,7,0,0,00
105509,4,3,1,0,01
105515,1,1,0,1,10
105516,4,2,1,1,11
105521,3,0,1,1,11
105530,3,2,1,1,11
105536,3,2,1,1,11
105540,9,0,1,1,11
105542,2,1,0,1,10
105546,1,3,0,0,00
105548,1,4,0,0,00
105550,3,0,1,1,11
105551,1,0,0,1,10
105553,1,8,0,0,00
105561,2,1,0,1,10
105567,2,2,0,1,10
105572,1,8,0,0,00
105581,5,1,1,1,11
105596,5,3,1,0,01
105602,5,5,1,0,01
105605,2,8,0,0,00
105616,1,0,0,1,10
105620,3,0,1,1,11
105624,1,7,0,0,00
105632,1,3,0,0,00
105638,1,5,0,0,00
105643,5,0,1,1,11
105654,1,2,0,1,10
105657,1,2,0,1,10
105673,2,5,0,0,00
105675,3,3,1,0,01
105689,4,3,1,0,01
105698,3,0,1,1,11
105712,5,1,1,1,11
105713,3,0,1,1,11
105721,1,2,0,1,10
105729,4,4,1,0,01
105738,2,2,0,1,10
105744,2,0,0,1,10
105748,5,0,1,1,11
105755,1,5,0,0,00
105757,3,3,1,0,01
105769,5,3,1,0,01
105770,2,0,0,1,10
105773,1,6,0,0,00
105775,3,1,1,1,11
105789,1,6,0,0,00
105796,3,2,1,1,11
105797,3,0,1,1,11
105819,5,0,1,1,11
105823,1,8,0,0,00
105858,1,1,0,1,10
105861,1,0,0,1,10
105873,6,0,1,1,11
105884,2,0,0,1,10
105886,2,2,0,1,10
105888,1,4,0,0,00
105899,3,3,1,0,01
105903,4,6,1,0,01
105904,1,3,0,0,00
105907,5,0,1,1,11
105908,1,5,0,0,00
105917,1,8,0,0,00
105920,2,1,0,1,10
105927,2,4,0,0,00
105944,1,6,0,0,00
105949,2,0,0,1,10
105951,1,1,0,1,10
105952,2,6,0,0,00
105968,1,8,0,0,00
105975,4,0,1,1,11
105979,1,7,0,0,00
105981,1,6,0,0,00
105983,2,0,0,1,10
105984,2,2,0,1,10
105988,1,8,0,0,00
105989,1,2,0,1,10
105992,2,4,0,0,00
106003,5,7,1,0,01
106005,2,4,0,0,00
106007,3,2,1,1,11
106024,2,0,0,1,10
106033,1,2,0,1,10
106038,4,0,1,1,11
106051,1,2,0,1,10
106056,1,8,0,0,00
106067,8,0,1,1,11
106077,3,0,1,1,11
106080,12,0,1,1,11
106084,2,7,0,0,00
106087,3,0,1,1,11
106090,2,0,0,1,10
106100,1,5,0,0,00
106107,3,3,1,0,01
106118,13,0,1,1,11
106123,1,8,0,0,00
106134,1,1,0,1,10
106135,1,6,0,0,00
106142,5,1,1,1,11
106144,2,0,0,1,10
106147,3,5,1,0,01
106157,1,0,0,1,10
106189,4,3,1,0,01
106190,6,4,1,0,01
106193,1,8,0,0,00
106194,2,1,0,1,10
106199,1,8,0,0,00
106200,2,0,0,1,10
106207,1,2,0,1,10
106213,3,0,1,1,11
106216,3,2,1,1,11
106223,4,6,1,0,01
106230,1,4,0,0,00
106235,5,2,1,1,11
106252,1,7,0,0,00
106255,2,6,0,0,00
106260,2,2,0,1,10
106267,3,0,1,1,11
106276,2,0,0,1,10
106286,23,1,1,1,11
106303,1,1,0,1,10
106334,1,6,0,0,00
106347,1,3,0,0,00
106353,1,2,0,1,10
106355,1,8,0,0,00
106363,2,0,0,1,10
106364,3,0,1,1,11
106370,4,7,1,0,01
106382,2,3,0,0,00
106392,5,2,1,1,11
106395,4,0,1,1,11
106400,5,0,1,1,11
106413,2,0,0,1,10
106415,6,0,1,1,11
106416,2,1,0,1,10
106424,4,0,1,1,11
106435,5,0,1,1,11
106437,1,3,0,0,00
106457,1,0,0,1,10
106468,3,3,1,0,01
106473,1,8,0,0,00
106478,1,2,0,1,10
106488,2,0,0,1,10
106489,5,5,1,0,01
106501,1,1,0,1,10
106507,1,0,0,1,10
106514,2,7,0,0,00
106518,1,4,0,0,00
106525,2,4,0,0,00
106526,4,0,1,1,11
106530,1,4,0,0,00
106531,5,2,1,1,11
106532,4,0,1,1,11
106549,3,1,1,1,11
106550,2,4,0,0,00
106561,1,1,0,1,10
106566,1,5,0,0,00
106573,3,5,1,0,01
106596,4,3,1,0,01
106600,4,1,1,1,11
106603,8,2,1,1,11
106613,4,0,1,1,11
106617,12,0,1,1,11
106621,1,5,0,0,00
106634,2,6,0,0,00
106635,8,1,1,1,11
106640,3,1,1,1,11
106649,6,1,1,1,11
106655,2,3,0,0,00
106663,7,2,1,1,11
106681,1,0,0,1,10
106699,5,0,1,1,11
106701,2,4,0,0,00
106703,3,1,1,1,11
106723,2,0,0,1,10
106724,1,5,0,0,00
106742,2,0,0,1,10
106749,5,3,1,0,01
106757,1,1,0,1,10
106759,1,5,0,0,00
106789,3,1,1,1,11
106790,1,1,0,1,10
106800,2,0,0,1,10
106814,1,6,0,0,00
106815,2,2,0,1,10
106818,2,2,0,1,10
106827,1,7,0,0,00
106836,3,7,1,0,01
106838,6,0,1,1,11
106848,1,0,0,1,10
106852,2,5,0,0,00
106854,2,0,0,1,10
106858,2,5,0,0,00
106860,2,2,0,1,10
106880,1,2,0,1,10
106920,4,2,1,1,11
106921,1,3,0,0,00
106925,3,0,1,1,11
106928,4,2,1,1,11
106935,1,1,0,1,10
106940,7,1,1,1,11
106951,4,5,1,0,01
106952,1,0,0,1,10
106955,1,0,0,1,10
106970,2,4,0,0,00
106971,1,7,0,0,00
106994,1,0,0,1,10
106997,1,0,0,1,10
107002,8,0,1,1,11
107008,1,8,0,0,00
107011,2,2,0,1,10
107025,14,0,1,1,11
107027,14,1,1,1,11
107028,6,1,1,1,11
107029,2,1,0,1,10
107030,1,5,0,0,00
107046,2,3,0,0,00
107064,2,3,0,0,00
107078,13,1,1,1,11
107089,1,4,0,0,00
107104,3,0,1,1,11
107109,9,5,1,0,01
107112,3,0,1,1,11
107125,2,8,0,0,00
107126,5,2,1,1,11
107134,18,0,1,1,11
107159,5,0,1,1,11
107160,1,4,0,0,00
107161,1,3,0,0,00
107168,3,4,1,0,01
107169,1,1,0,1,10
107179,1,4,0,0,00
107181,7,0,1,1,11
107188,3,0,1,1,11
107191,5,1,1,1,11
107195,4,3,1,0,01
107201,1,1,0,1,10
107205,3,0,1,1,11
107233,7,1,1,1,11
107238,1,0,0,1,10
107239,3,1,1,1,11
107243,5,0,1,1,11
107260,2,1,0,1,10
107263,1,6,0,0,00
107268,2,2,0,1,10
107293,5,0,1,1,11
107302,2,2,0,1,10
107311,1,2,0,1,10
107313,1,8,0,0,00
107318,4,4,1,0,01
107333,3,5,1,0,01
107345,3,1,1,1,11
107346,3,2,1,1,11
107350,1,0,0,1,10
107351,1,4,0,0,00
107353,2,2,0,1,10
107369,2,4,0,0,00
107388,6,4,1,0,01
107389,5,0,1,1,11
107393,3,4,1,0,01
107398,2,0,0,1,10
107407,3,2,1,1,11
107408,2,5,0,0,00
107416,3,2,1,1,11
107427,2,1,0,1,10
107445,3,7,1,0,01
107447,3,3,1,0,01
107470,1,4,0,0,00
107471,4,0,1,1,11
107472,3,1,1,1,11
107488,1,0,0,1,10
107492,5,0,1,1,11
107514,1,7,0,0,00
107539,4,3,1,0,01
107549,1,0,0,1,10
107554,1,5,0,0,00
107565,6,2,1,1,11
107569,19,0,1,1,11
107572,1,3,0,0,00
107584,1,5,0,0,00
107586,2,5,0,0,00
107588,9,1,1,1,11
107601,4,0,1,1,11
107606,19,0,1,1,11
107614,1,8,0,0,00
107615,2,2,0,1,10
107627,6,1,1,1,11
107628,3,2,1,1,11
107633,1,4,0,0,00
107656,1,5,0,0,00
107665,5,0,1,1,11
107670,2,1,0,1,10
107674,1,7,0,0,00
107679,2,2,0,1,10
107693,2,0,0,1,10
107699,3,0,1,1,11
107702,1,1,0,1,10
107707,2,1,0,1,10
107718,4,6,1,0,01
107723,4,4,1,0,01
107726,2,0,0,1,10
107735,1,0,0,1,10
107740,1,3,0,0,00
107741,1,5,0,0,00
107745,1,1,0,1,10
107748,3,4,1,0,01
107756,2,0,0,1,10
107780,1,2,0,1,10
107792,1,2,0,1,10
107797,3,2,1,1,11
107800,2,6,0,0,00
107805,4,0,1,1,11
107817,3,1,1,1,11
107825,8,0,1,1,11
107830,2,6,0,0,00
107836,1,8,0,0,00
107845,1,8,0,0,00
107848,1,1,0,1,10
107850,4,0,1,1,11
107866,3,2,1,1,11
107875,1,6,0,0,00
107891,1,3,0,0,00
107895,1,1,0,1,10
107902,2,5,0,0,00
107916,3,7,1,0,01
107917,3,5,1,0,01
107923,2,2,0,1,10
107932,72,0,1,1,11
107935,3,0,1,1,11
107937,2,2,0,1,10
107942,1,4,0,0,00
107945,2,6,0,0,00
107961,5,0,1,1,11
107982,4,8,1,0,01
107985,1,7,0,0,00
107989,5,1,1,1,11
107990,2,0,0,1,10
108015,2,6,0,0,00
108022,1,0,0,1,10
108025,8,0,1,1,11
108036,1,6,0,0,00
108037,5,0,1,1,11
108038,4,0,1,1,11
108045,3,4,1,0,01
108050,6,0,1,1,11
108060,1,8,0,0,00
108073,3,4,1,0,01
108077,3,0,1,1,11
108078,2,0,0,1,10
108090,2,1,0,1,10
108092,3,1,1,1,11
108102,6,0,1,1,11
108103,2,0,0,1,10
108105,1,3,0,0,00
108108,3,3,1,0,01
108111,1,1,0,1,10
108140,6,1,1,1,11
108149,3,2,1,1,11
108154,3,0,1,1,11
108161,3,3,1,0,01
108164,1,1,0,1,10
108179,1,3,0,0,00
108182,1,4,0,0,00
108185,3,4,1,0,01
108187,5,1,1,1,11
108204,1,7,0,0,00
108206,4,1,1,1,11
108227,6,0,1,1,11
108233,6,0,1,1,11
108235,1,4,0,0,00
108237,2,5,0,0,00
108248,4,0,1,1,11
108252,1,5,0,0,00
108259,12,2,1,1,11
108265,3,2,1,1,11
108270,3,2,1,1,11
108274,2,0,0,1,10
108275,9,1,1,1,11
108282,2,2,0,1,10
108288,3,3,1,0,01
108294,2,2,0,1,10
108302,1,0,0,1,10
108305,2,1,0,1,10
108348,1,1,0,1,10
108354,9,2,1,1,11
108363,4,0,1,1,11
108364,6,1,1,1,11
108382,2,3,0,0,00
108388,2,2,0,1,10
108390,3,2,1,1,11
108397,2,6,0,0,00
108407,7,1,1,1,11
108417,4,6,1,0,01
108425,2,5,0,0,00
108428,3,1,1,1,11
108442,1,4,0,0,00
108449,4,5,1,0,01
108450,2,0,0,1,10
108452,2,2,0,1,10
108457,5,0,1,1,11
108480,5,1,1,1,11
108484,2,7,0,0,00
108491,1,6,0,0,00
108510,1,6,0,0,00
108516,1,2,0,1,10
108519,1,0,0,1,10
108523,7,0,1,1,11
108526,3,1,1,1,11
108529,3,2,1,1,11
108541,2,4,0,0,00
108546,2,1,0,1,10
108568,1,0,0,1,10
108588,1,0,0,1,10
108590,1,8,0,0,00
108594,2,8,0,0,00
108605,6,0,1,1,11
108607,3,3,1,0,01
108620,1,3,0,0,00
108623,3,5,1,0,01
108629,3,1,1,1,11
108630,2,6,0,0,00
108634,1,5,0,0,00
108635,3,5,1,0,01
108651,2,1,0,1,10
108654,1,2,0,1,10
108666,3,1,1,1,11
108669,2,2,0,1,10
108670,1,5,0,0,00
108672,2,6,0,0,00
108676,4,0,1,1,11
108681,1,7,0,0,00
108685,1,6,0,0,00
108696,4,3,1,0,01
108703,2,1,0,1,10
108710,3,2,1,1,11
108755,8,2,1,1,11
108756,1,8,0,0,00
108768,1,6,0,0,00
108770,1,8,0,0,00
108772,1,3,0,0,00
108773,4,1,1,1,11
108775,3,3,1,0,01
108799,2,0,0,1,10
108800,3,3,1,0,01
108803,2,1,0,1,10
108805,1,2,0,1,10
108809,6,0,1,1,11
108823,1,6,0,0,00
108825,2,0,0,1,10
108836,1,2,0,1,10
108842,2,0,0,1,10
108845,2,3,0,0,00
108856,1,3,0,0,00
108858,1,8,0,0,00
108861,1,2,0,1,10
108865,36,1,1,1,11
108870,1,3,0,0,00
108878,3,2,1,1,11
108882,2,5,0,0,00
108883,1,5,0,0,00
108891,1,6,0,0,00
108906,1,4,0,0,00
108910,2,5,0,0,00
108918,2,2,0,1,10
108967,6,0,1,1,11
108969,1,8,0,0,00
108982,2,4,0,0,00
108988,3,1,1,1,11
108996,7,0,1,1,11
108997,8,0,1,1,11
109004,4,4,1,0,01
109018,1,4,0,0,00
109022,2,1,0,1,10
109038,3,3,1,0,01
109047,2,1,0,1,10
109048,5,3,1,0,01
109065,2,5,0,0,00
109083,2,4,0,0,00
109085,1,0,0,1,10
109092,3,0,1,1,11
109094,1,7,0,0,00
109095,4,3,1,0,01
109098,3,4,1,0,01
109100,4,1,1,1,11
109109,3,2,1,1,11
109117,3,1,1,1,11
109124,5,0,1,1,11
109134,1,6,0,0,00
109135,4,2,1,1,11
109147,2,6,0,0,00
109157,4,1,1,1,11
109161,1,2,0,1,10
109163,9,0,1,1,11
109169,7,0,1,1,11
109188,5,4,1,0,01
109210,2,0,0,1,10
109216,3,8,1,0,01
109218,3,0,1,1,11
109232,1,7,0,0,00
109233,4,1,1,1,11
109253,1,5,0,0,00
109270,2,1,0,1,10
109275,2,0,0,1,10
109276,2,0,0,1,10
109277,1,2,0,1,10
109284,1,8,0,0,00
109291,8,0,1,1,11
109295,2,4,0,0,00
109306,1,4,0,0,00
109319,1,1,0,1,10
109321,11,1,1,1,11
109322,1,6,0,0,00
109328,1,3,0,0,00
109332,1,2,0,1,10
109333,3,0,1,1,11
109337,5,0,1,1,11
109343,4,2,1,1,11
109350,2,1,0,1,10
109357,3,0,1,1,11
109364,10,0,1,1,11
109371,1,3,0,0,00
109377,3,5,1,0,01
109388,5,0,1,1,11
109397,4,1,1,1,11
109401,3,0,1,1,11
109407,2,2,0,1,10
109416,2,5,0,0,00
109421,2,4,0,0,00
109427,1,8,0,0,00
109439,1,0,0,1,10
109443,1,2,0,1,10
109444,1,0,0,1,10
109474,4,0,1,1,11
109491,1,3,0,0,00
109496,2,1,0,1,10
109523,2,0,0,1,10
109529,3,2,1,1,11
109540,1,4,0,0,00
109544,1,2,0,1,10
109570,1,1,0,1,10
109575,1,8,0,0,00
109589,3,5,1,0,01
109604,1,0,0,1,10
109606,2,4,0,0,00
109611,1,4,0,0,00
109623,3,6,1,0,01
109625,1,6,0,0,00
109640,1,5,0,0,00
109643,6,0,1,1,11
109660,20,0,1,1,11
109661,4,0,1,1,11
109671,1,4,0,0,00
109677,1,4,0,0,00
109681,1,7,0,0,00
109684,7,2,1,1,11
109711,1,1,0,1,10
109717,4,0,1,1,11
109728,7,1,1,1,11
109732,3,1,1,1,11
109733,4,1,1,1,11
109736,1,1,0,1,10
109749,1,5,0,0,00
109756,2,3,0,0,00
109776,2,2,0,1,10
109782,2,4,0,0,00
109786,2,4,0,0,00
109791,1,6,0,0,00
109794,1,2,0,1,10
109798,1,2,0,1,10
109808,2,0,0,1,10
109810,1,7,0,0,00
109829,1,3,0,0,00
109830,2,0,0,1,10
109842,1,2,0,1,10
109855,1,1,0,1,10
109856,9,5,1,0,01
109860,3,2,1,1,11
109865,1,1,0,1,10
109867,2,2,0,1,10
109873,2,1,0,1,10
109876,1,3,0,0,00
109880,4,3,1,0,01
109889,1,7,0,0,00
109900,3,0,1,1,11
109908,2,0,0,1,10
109911,2,1,0,1,10
109919,4,2,1,1,11
109926,1,1,0,1,10
109931,1,4,0,0,00
109940,1,1,0,1,10
109943,1,1,0,1,10
109945,2,4,0,0,00
109948,3,0,1,1,11
109951,2,0,0,1,10
109957,5,1,1,1,11
109967,1,8,0,0,00
109968,2,5,0,0,00
109971,6,0,1,1,11
109974,2,0,0,1,10
109975,1,4,0,0,00
109976,3,2,1,1,11
109977,1,0,0,1,10
109979,1,5,0,0,00
109983,3,0,1,1,11
109990,2,0,0,1,10
110003,8,3,1,0,01
110005,1,8,0,0,00
110020,7,2,1,1,11
110023,2,2,0,1,10
110025,1,0,0,1,10
110029,11,0,1,1,11
110032,2,6,0,0,00
110036,2,5,0,0,00
110041,3,2,1,1,11
110056,4,1,1,1,11
110058,3,0,1,1,11
110062,1,5,0,0,00
110081,1,3,0,0,00
110091,3,0,1,1,11
110092,3,1,1,1,11
110097,13,0,1,1,11
110111,1,4,0,0,00
110116,1,0,0,1,10
110117,8,1,1,1,11
110118,1,1,0,1,10
110125,2,3,0,0,00
110165,1,0,0,1,10
110167,1,4,0,0,00
110173,2,1,0,1,10
110176,1,1,0,1,10
110179,4,0,1,1,11
110187,1,3,0,0,00
110193,2,0,0,1,10
110195,3,3,1,0,01
110196,3,0,1,1,11
110200,7,0,1,1,11
110207,1,6,0,0,00
110219,2,2,0,1,10
110221,1,8,0,0,00
110245,5,7,1,0,01
110247,2,7,0,0,00
110248,1,8,0,0,00
110254,1,5,0,0,00
110259,1,0,0,1,10
110271,5,1,1,1,11
110288,1,6,0,0,00
110294,4,0,1,1,11
110300,1,3,0,0,00
110303,1,5,0,0,00
110304,1,4,0,0,00
110311,6,2,1,1,11
110322,1,3,0,0,00
110328,2,0,0,1,10
110336,8,1,1,1,11
110339,4,4,1,0,01
110350,1,6,0,0,00
110357,1,4,0,0,00
110359,4,1,1,1,11
110360,8,0,1,1,11
110365,7,0,1,1,11
110370,1,4,0,0,00
110373,2,0,0,1,10
110381,2,1,0,1,10
110387,2,6,0,0,00
110392,2,0,0,1,10
110405,6,1,1,1,11
110425,3,3,1,0,01
110431,3,0,1,1,11
110434,2,1,0,1,10
110455,4,3,1,0,01
110483,1,6,0,0,00
110499,2,1,0,1,10
110505,2,1,0,1,10
110511,1,4,0,0,00
110518,4,1,1,1,11
110520,3,3,1,0,01
110531,2,1,0,1,10
110536,3,1,1,1,11
110541,2,1,0,1,10
110549,3,2,1,1,11
110552,3,3,1,0,01
110557,2,2,0,1,10
110565,1,0,0,1,10
110575,1,8,0,0,00
110579,1,3,0,0,00
110588,3,3,1,0,01
110597,3,2,1,1,11
110598,3,4,1,0,01
110609,1,2,0,1,10
110622,5,1,1,1,11
110624,1,5,0,0,00
110633,3,2,1,1,11
110635,2,1,0,1,10
110652,4,2,1,1,11
110653,4,2,1,1,11
110661,1,4,0,0,00
110679,1,6,0,0,00
110681,1,8,0,0,00
110686,2,6,0,0,00
110694,13,0,1,1,11
110704,8,0,1,1,11
110707,3,1,1,1,11
110710,4,2,1,1,11
110715,1,3,0,0,00
110720,2,4,0,0,00
110725,3,1,1,1,11
110741,3,0,1,1,11
110743,1,6,0,0,00
110773,1,1,0,1,10
110776,3,3,1,0,01
110801,5,1,1,1,11
110802,7,4,1,0,01
110804,5,4,1,0,01
110815,3,0,1,1,11
110818,2,1,0,1,10
110827,1,8,0,0,00
110862,3,0,1,1,11
110872,1,4,0,0,00
110873,4,4,1,0,01
110878,3,0,1,1,11
110881,1,3,0,0,00
110884,1,8,0,0,00
110885,4,1,1,1,11
110898,3,4,1,0,01
110904,4,4,1,0,01
110915,1,7,0,0,00
110924,3,0,1,1,11
110926,1,1,0,1,10
110928,7,3,1,0,01
110934,3,1,1,1,11
110948,2,2,0,1,10
110956,6,1,1,1,11
110973,1,2,0,1,10
110976,3,1,1,1,11
110989,4,0,1,1,11
111001,2,3,0,0,00
111004,2,2,0,1,10
111015,1,5,0,0,00
111023,6,0,1,1,11
111041,2,6,0,0,00
111052,5,1,1,1,11
111056,1,4,0,0,00
111063,2,6,0,0,00
111068,2,0,0,1,10
111081,1,7,0,0,00
111095,7,2,1,1,11
111097,2,6,0,0,00
111102,1,1,0,1,10
111107,7,5,1,0,01
111121,1,7,0,0,00
111124,2,0,0,1,10
111132,1,1,0,1,10
111167,2,0,0,1,10
111169,4,1,1,1,11
111184,1,8,0,0,00
111190,1,6,0,0,00
111196,2,3,0,0,00
111198,1,8,0,0,00
111200,2,0,0,1,10
111213,3,0,1,1,11
111216,7,0,1,1,11
111221,1,3,0,0,00
111225,1,2,0,1,10
111226,4,0,1,1,11
111233,5,3,1,0,01
111247,4,0,1,1,11
111262,3,1,1,1,11
111266,7,1,1,1,11
111268,2,6,0,0,00
111270,6,1,1,1,11
111273,1,8,0,0,00
111276,2,0,0,1,10
111288,4,5,1,0,01
111306,3,1,1,1,11
111322,19,0,1,1,11
111334,1,8,0,0,00
111342,2,0,0,1,10
111346,1,1,0,1,10
111349,3,2,1,1,11
111365,9,1,1,1,11
111369,1,0,0,1,10
111386,5,5,1,0,01
111387,1,0,0,1,10
111442,2,5,0,0,00
111449,1,8,0,0,00
111459,3,0,1,1,11
111467,4,2,1,1,11
111482,2,0,0,1,10
111492,5,1,1,1,11
111501,2,4,0,0,00
111502,3,0,1,1,11
111512,3,0,1,1,11
111517,6,0,1,1,11
111524,6,1,1,1,11
111541,1,1,0,1,10
111542,1,5,0,0,00
111548,3,0,1,1,11
111549,10,0,1,1,11
111551,3,5,1,0,01
111552,5,3,1,0,01
111556,2,0,0,1,10
111572,3,4,1,0,01
111585,1,0,0,1,10
111607,3,0,1,1,11
111616,3,1,1,1,11
111626,4,3,1,0,01
111629,4,0,1,1,11
111636,2,3,0,0,00
111643,2,4,0,0,00
111647,2,2,0,1,10
111652,1,1,0,1,10
111691,1,7,0,0,00
111692,3,0,1,1,11
111700,1,7,0,0,00
111710,1,3,0,0,00
111711,2,3,0,0,00
111721,1,5,0,0,00
111727,2,1,0,1,10
111738,4,0,1,1,11
111755,2,3,0,0,00
111765,7,4,1,0,01
111770,3,7,1,0,01
111783,1,4,0,0,00
111785,8,1,1,1,11
111811,3,5,1,0,01
111820,3,3,1,0,01
111821,5,3,1,0,01
111822,9,1,1,1,11
111823,1,1,0,1,10
111826,1,1,0,1,10
111828,1,1,0,1,10
111841,1,1,0,1,10
111848,2,4,0,0,00
111849,1,6,0,0,00
111856,1,8,0,0,00
111858,3,2,1,1,11
111860,2,5,0,0,00
111867,3,1,1,1,11
111890,3,0,1,1,11
111891,2,2,0,1,10
111894,2,0,0,1,10
111904,1,5,0,0,00
111908,3,1,1,1,11
111910,3,1,1,1,11
111932,12,1,1,1,11
111933,2,1,0,1,10
111941,2,1,0,1,10
111942,4,3,1,0,01
111948,6,4,1,0,01
111951,2,2,0,1,10
111952,1,1,0,1,10
111975,1,0,0,1,10
111976,2,4,0,0,00
111978,2,1,0,1,10
111987,1,6,0,0,00
112006,1,6,0,0,00
112010,1,0,0,1,10
112013,1,5,0,0,00
112015,8,0,1,1,11
112040,2,4,0,0,00
112055,18,0,1,1,11
112057,5,2,1,1,11
112058,1,4,0,0,00
112070,5,0,1,1,11
112084,6,2,1,1,11
112087,3,0,1,1,11
112092,1,5,0,0,00
112094,1,0,0,1,10
112097,1,4,0,0,00
112099,5,0,1,1,11
112104,4,0,1,1,11
112108,1,3,0,0,00
112109,1,3,0,0,00
112111,6,0,1,1,11
112117,2,1,0,1,10
112122,1,8,0,0,00
112126,1,3,0,0,00
112141,1,1,0,1,10
112145,4,1,1,1,11
112160,3,4,1,0,01
112165,7,0,1,1,11
112166,2,5,0,0,00
112182,1,5,0,0,00
112208,3,3,1,0,01
112210,1,8,0,0,00
112213,1,2,0,1,10
112215,3,4,1,0,01
112220,4,0,1,1,11
112225,1,8,0,0,00
112229,1,1,0,1,10
112238,2,0,0,1,10
112242,7,1,1,1,11
112243,5,1,1,1,11
112244,2,0,0,1,10
112253,2,0,0,1,10
112259,1,8,0,0,00
112268,1,6,0,0,00
112274,3,0,1,1,11
112279,1,1,0,1,10
112285,4,1,1,1,11
112286,1,7,0,0,00
112287,9,0,1,1,11
112296,3,4,1,0,01
112300,1,2,0,1,10
112316,1,6,0,0,00
112345,1,6,0,0,00
112351,2,4,0,0,00
112360,2,5,0,0,00
112369,5,0,1,1,11
112372,5,0,1,1,11
112393,2,0,0,1,10
112401,2,0,0,1,10
112405,1,7,0,0,00
112415,1,5,0,0,00
112417,4,1,1,1,11
112435,1,4,0,0,00
112436,1,2,0,1,10
112443,1,0,0,1,10
112447,2,3,0,0,00
112448,2,5,0,0,00
112450,2,4,0,0,00
112456,11,0,1,1,11
112457,3,2,1,1,11
112468,1,0,0,1,10
112469,1,3,0,0,00
112471,3,4,1,0,01
112485,1,1,0,1,10
112503,4,2,1,1,11
112526,3,1,1,1,11
112531,1,3,0,0,00
112535,1,8,0,0,00
112541,1,1,0,1,10
112544,1,0,0,1,10
112555,3,3,1,0,01
112558,3,0,1,1,11
112566,3,6,1,0,01
112568,15,0,1,1,11
112571,3,6,1,0,01
112573,3,4,1,0,01
112584,1,5,0,0,00
112587,3,0,1,1,11
112597,14,3,1,0,01
112614,2,1,0,1,10
112621,2,5,0,0,00
112630,2,2,0,1,10
112643,4,0,1,1,11
112654,3,4,1,0,01
112668,1,2,0,1,10
112676,2,5,0,0,00
112677,4,0,1,1,11
112684,5,5,1,0,01
112687,1,2,0,1,10
112689,5,0,1,1,11
112691,2,2,0,1,10
112694,1,1,0,1,10
112710,8,1,1,1,11
112713,3,7,1,0,01
112717,18,3,1,0,01
112726,6,1,1,1,11
112732,1,1,0,1,10
112735,2,0,0,1,10
112741,9,0,1,1,11
112754,1,3,0,0,00
112768,3,3,1,0,01
112774,1,8,0,0,00
112775,7,0,1,1,11
112782,1,4,0,0,00
112787,1,8,0,0,00
112799,2,0,0,1,10
112801,1,7,0,0,00
112802,3,0,1,1,11
112804,2,4,0,0,00
112829,3,0,1,1,11
112832,2,3,0,0,00
112841,1,2,0,1,10
112844,3,6,1,0,01
112845,8,0,1,1,11
112855,1,4,0,0,00
112858,1,1,0,1,10
